"categoria","receita_total"
"Magazine reduce lose film future address report yeah parent tend assume tax.","120500.63999999994"
"Sea put interest little require hospital how owner from lawyer fight.","120489.35"
"Every manager or military remember item own theory physical.","120486"
"Source last I only charge color try my run according ball recognize.","120485.09999999998"
"More force move health wrong president boy technology another cause.","120478.99"
"Deal yet wall professional already should practice parent tend beyond.","120465.09000000003"
"Sister show once up after clear.","120455.27999999993"
"National majority major father gas over feel than action than compare.","120450.30000000003"
"See commercial occur movie because keep decision.","120434.97000000003"
"Last through leader college language specific relate.","120403.36000000007"
"Adult thousand foot go road season wear officer.","120390.6"
"Always long agency against staff best.","120386.48999999999"
"None pressure buy west perhaps relationship audience least west join series case.","120374.63999999998"
"However beyond experience admit charge type arm tonight debate prevent.","120370.59999999999"
"Movement tend rather good box father remember charge reality always return morning.","120307.44"
"Be per meet later way woman inside position not administration detail.","120288.83999999997"
"Fear arm family personal decide form particularly level.","120285.89999999995"
"Significant model above attention name fear.","120254.25"
"Room six these executive through clearly.","120240.03999999998"
"Outside own enter let table provide piece nor.","120216.59999999999"
"Operation begin allow in government group decide major reduce.","120207.35999999999"
"During ahead at American anyone film drive story hope city claim buy computer.","120183.70000000007"
"Senior join ever look relate rule hit.","120124"
"War want pass beautiful share personal culture side strong position assume clear foot.","120092.00000000001"
"Professor Republican quickly drop stand include yes enjoy describe.","120090.16000000003"
"Art several question part it process claim.","120071.11999999992"
"Center rock range finish discover office three whether role writer until reveal.","120070.54999999999"
"Last food radio like wait cup likely dream talk story including whose idea.","120063.75"
"Between event idea inside significant mission billion even.","120060.71999999996"
"Whom series whom politics picture lawyer individual material billion statement.","120020.88000000009"
"Oil short career guy close feel shake general.","119982.59999999993"
"Attack piece range campaign really will official believe feel organization.","119963.70000000001"
"Tonight never though degree around fish practice agent particular coach center quite.","119961.63000000003"
"Once yet sell foreign animal present do play someone game and.","119952"
